vessel_name,year,num_deaths,num_passengers,num_adults,num_children,uk_port,aus_port,num_infant_deaths,num_child_deaths,num_adult_deaths,num_live_births,notes,source,passenger_deaths_percent,num_arriving_passengers
Susannah,1849,2.0,255.0,,,London_Plymouth,Port Adelaide,,,,,,,0.7843137254901961,253.0
Cromwell,1849,3.0,262.0,,,London_Plymouth,Port Adelaide,,,,,All the families on this vessel came out at their own expense.,,1.1450381679389312,259.0
William Watson,1849,,161.0,,,London_Plymouth,Port Adelaide,,,,,,,,161.0
Abberton,1849,,200.0,,,London,Port Adelaide,,,,,,,,200.0
Stebonheath,1849,2.0,384.0,,,London_Plymouth,Port Adelaide,,,,,,,0.5208333333333333,382.0
Culcutta,1849,1.0,90.0,,,London,Port Adelaide,,,,,,,1.1111111111111112,89.0
Constance ,1849,23.0,293.0,,,London_Plymouth,Port Adelaide,3.0,12.0,4.0,,"Death - 3 infants under 1 yr, 12  children  & 4 adults _ages  unknown. deaths mainly from Cholera. Four more people died immediately after disembarking in Adelaide. Eleven others still suffering from fever were taken to the government funded Adelaide hospital. On recovery they were housed in the government Immigration Depot with their families. Another sixteen were visited at their lodgings by the Colonial Surgeon because the hospital was full. The Destitute Board in Adelaide, which bore the cost of looking after the sick emigrants, was overwhelmed by the arrival of the Constance. The Board complained to Lieutenant Governor Sir H.E.F. Young, pointing the blame for the level of sickness amongst the passengers at the emigrants from the Shirley estate. All, except cabin passengers, were Irish emigrants. The Irish supposed to be the clearing of one single estate. Much sickness and many deaths.77 days at sea! Very fast record breaking time ","https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_late_1849
Report SAGazette 15/11/1849 p361b. Captain’s Testimonial dinner at Coppin’s Hotel SAGazette 27/11/1849 p377a,b 20 deaths on the voyage AdTimes 8/11/1849 p255.
https://voicesfromthepast.blog/2018/05/09/the-voyage-of-the-constance/#:~:text=The%20arrival%20of%20the%20Constance,of%20the%20Great%20Circle%20route.
_listed in 20.01.1866 Gov Gazette__",7.849829351535837,270.0
Wuzeer,1849,,30.0,26.0,4.0,Leith,Port Adelaide,,,,,,,,30.0
Duke of Bronte,1849,,170.0,,,London_Plymouth,Port Adelaide,,,,,,,,170.0
Spartan,1849,,140.0,,,London_Plymouth,Port Adelaide,,,,,,,,140.0
Duke of Wellington,1849,8.0,247.0,,,London_Plymouth,Port Adelaide,4.0,2.0,0.0,,"Death - 4 infants under 1 yr, 2  children  ages & cause of deaths unknown__",,3.2388663967611335,239.0
Coromandel,1849,,29.0,,,London_Plymouth,Port Adelaide,,,,,,,,29.0
Constant,1849,,131.0,,,London_Plymouth,Port Adelaide,,,,,,,,131.0
William Hyde,1850,,70.0,,,London,Port Adelaide,,,,,,,,70.0
Hydaspes,1850,,31.0,,,London,Port Adelaide,,,,,,,,31.0
Candahar,1850,,105.0,,,Gravesend & Plymouth,Port Adelaide,,,,,"GOSS, Captain John ---Some of the passengers later accused the captain and most of the crew of not knowing their jobs.",https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1850,,105.0
Bolivar,1850,,142.0,,,Gravesend & Plymouth,Port Adelaide,,,,,"MURRAY, Captain William- Fined £20 for selling spirits to the passengers.",,,142.0
Gypsy Queen,1850,,166.0,,,London_Plymouth,Port Adelaide,,,,,,,,166.0
Ceylon,1850,,54.0,,,London_Plymouth,Port Adelaide,,,,,,,,54.0
Grecian,1850,1.0,17.0,,,London,"Wrecked outer habour 
near Port Adelaide",0.0,0.0,1.0,,"Death  - 1 adult male died. Vessell wrecked Outer Harbor, Gulf St Vincent. 7Km Nw From Port Adelaide. 1/4 Mile Sse From The End Of The Southern","https://trove.nla.gov.au/newspaper/article/36267353
https://environment.gov.au/shipwreck/public/wreck/wreck.do?key=5398
https://www.environment.sa.gov.au/topics/heritage/maritime-heritage/visiting-maritime-heritage-places/shipwreck-trails/underwater-heritage-trail",5.88235294117647,16.0
Troubadour,1850,,134.0,,,Gravesend & Plymouth,Port Adelaide,,,,,,,,134.0
Condor,1850,,48.0,,,Liverpool,Port Adelaide,,,,,,,,48.0
Trafalgar 2nd voyage ,1850,0.0,156.0,,,London,Port Adelaide,0.0,0.0,0.0,,Second voyage in 1850,,0.0,156.0
Young England,1850,,29.0,,,Leith,Port Adelaide,,,,,,,,29.0
Bernica,1850,,30.0,,,London_Plymouth,Port Adelaide,,,,,,,,30.0
Midlothian,1850,,81.0,,,London_Plymouth,Port Adelaide,,,,,,,,81.0
Jane Morrison,1850,,86.0,,,Gravesend_Plymouth,Port Adelaide,,,,,needlewomen in steerage,,,86.0
James Gibb,1850,,110.0,,,Plymouth,Port Adelaide,,,,,,,,110.0
Bengal,1850,3.0,44.0,,,London_Plymouth,Port Adelaide,0.0,0.0,0.0,,"CUNNINGHAM, Captain (//-3/7/1850) - Died at sea, from diabetes.",https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1850,6.8181818181818175,41.0
Mary Ann,1850,,17.0,,,London_Plymouth,Port Adelaide,,,,,,,,17.0
Lysander,1850,9.0,264.0,,,London_Plymouth,Port Adelaide,3.0,2.0,4.0,,"Death - 3 infants under 1 yr, 2  children  & 4 adults _ages & cause of deaths unknown__","1849-1865 deaths on board immigrant ships _State Records ""Deaths on board Immigrant Ships_1849-1865_as published in the South Australian Government Gazette on the 25th of January 1866",3.4090909090909087,255.0
Abberton,1850,,93.0,,,Plymouth,Port Adelaide,,,,,,,,93.0
Caroline Agnes,1850,,65.0,,,London,Port Adelaide,,,,,,,,65.0
Cadet,1850,,14.0,,,Greenock,Port Adelaide,,,,,,,,14.0
Countess of Yarborough,1850,3.0,116.0,,,London_Plymouth,Port Adelaide,0.0,3.0,0.0,,"BENNETT, Captain John - Three seemingly unattached children - Edwin BROWN, Elizabeth FARQUHAR and Elizabeth MACKAY - died on the voyage. Many justifiable passenger complaints about conditions aboard. The unnamed surgeon a most unfit person for such a charge.",,2.586206896551724,113.0
Joseph Somes,1850,4.0,279.0,,,London_Plymouth,Port Adelaide,,,,,"19 single women were mostly domestic servants from Co Shetland, Scotland.",,1.4336917562724014,275.0
Julindur,1850,1.0,118.0,,,London_Plymouth,Port Adelaide,,,,,No steerage passengers - I death due to measles,,0.847457627118644,117.0
Constance,1850,6.0,230.0,,,London,Port Adelaide,0.0,0.0,4.0,1.0,Death - 4 adults _ages & cause of deaths unknown__,"https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1850
https://www.archives.sa.gov.au/finding-information/discover-our-collection/migration-and-crew/passenger-lists-1845-1940/passenger-lists-search?queries_year_query=1850",2.608695652173913,224.0
Woodbridge,1850,,16.0,,,London_Plymouth,Port Adelaide,,,,,,,,16.0
Brothers,1850,,91.0,,,London_Plymouth,Port Adelaide,,,,,,,,91.0
Jenny Lind,1850,1.0,105.0,,,London_Plymouth,Port Adelaide,,,,,,,0.9523809523809524,104.0
British Sovereign,1850,,60.0,,,London_Plymouth,Port Adelaide,,,,,,,,60.0
British Empire,1850,0.0,243.0,,,London_Plymouth,Port Adelaide,0.0,0.0,0.0,0.0,No births or deaths at sea,"https://mail.theshipslist.com/ships/australia/britishempire1850.shtml
https://www.archives.sa.gov.au/finding-information/discover-our-collection/migration-and-crew/passenger-lists-1845-1940/passenger-lists-search?queries_year_query=1850",0.0,243.0
Brightman,1850,,120.0,,,London_Plymouth,Port Adelaide,,,,,,https://www.samemory.sa.gov.au/site/page.cfm?c=7766&mode=singleImage       https://trove.nla.gov.au/newspaper/article/38435370,,120.0
Northumberland,1850,,124.0,,,London_Plymouth,Port Adelaide,,,,,57 needlewomen ,,,124.0
Lord Stanley,1850,,62.0,35.0,27.0,Gravesend,Port Adelaide,,,,,,,,62.0
William Stevenson,1850,,118.0,,,London_Plymouth,Port Adelaide,,,,,,,,118.0
Lucy,1850,1.0,116.0,,,Liverpool,Port Adelaide,,,,,,,0.8620689655172413,115.0
Coromandel,1850,1.0,231.0,,,London_Plymouth,Port Adelaide,,,,4.0,,https://trove.nla.gov.au/newspaper/article/38435370#   ,0.4329004329004329,230.0
Boyne,1850,,135.0,,,London_Plymouth,Port Adelaide,,,,,,,,135.0
Lady MacNaghten,1850,,31.0,,,Plymouth,Port Adelaide,,,,,,,,31.0
Trafalgar,1850,17.0,298.0,,,London_Plymouth,Port Adelaide,3.0,14.0,0.0,1.0,"Death - 3 infants under 1 yr, & 14  children _ages  unknown__ died from fever during the voyage. The ship lay at Schnapper Point until 5/4/1850, with the emigrants housed in tents on Torrens Island, while the ship was fumigated. According to ""The Adelaide Times,"" Monday April 1 1850 No. 109, Vol II Page 2 Column e: ""The following deaths took place on board the Trafalgar: Stephen Thomas, exhaustion consequent on sea sickness; Emma Leason, dysentery; George Green, ditto; Owen Zurau, eating part of a blister which had been applied to the nape of his neck; Mary Sheridan, hooping cough; Leason (infant), inanition; Smith�s infant, premature birth; Ann Mansbridge, diarrhae; P. Corrigan, hooping cough, Elizabeth Hayman, do; Thomas Box, ditto; Eliza Gallienci ditto; Ellen Howell, ditto; Webday�s infant, inanition; Marshall, premature birth; Caroline Webday, dysentery; A. Oldroyd, typhus fever. Fourteen of the above are young children"" One can imagine a mother�s dilemma confined below decks with young children in the stagnant space, with the contagious whooping cough, dysentery and typhus on board. Inanition is starvation from lack of food and the intense heat crossing the equator could have lead to the death from diarrhea. Extracts from ""Observations of an Early Colonist During the Years 1850-1852"" edited by Eleanor Wells (Mortlock Pamphlets 994.231 P776b).","https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1850
https://bound-for-south-australia.collections.slsa.sa.gov.au/1850Trafalgar.htm",5.704697986577181,281.0
Sophia Moffat,1850,,16.0,13.0,3.0,London,Port Adelaide,,,,,,,,16.0
Rajah,1850,,132.0,,,London_Plymouth,Port Adelaide,,,,,,,,132.0
Asia,1850,1.0,125.0,,,Plymouth,Port Adelaide,,,,,,,0.8,124.0
Fatima,1850,3.0,235.0,,,London_Plymouth,Port Adelaide,0.0,3.0,0.0,4.0,,,1.276595744680851,232.0
Providence,1850,,10.0,,,London,Port Adelaide,,,,,"3 women from the London Union. HAYNES, Ellen (//c1830-//) Accused of theft aboard the ship. m 14/2/1853 St Mary Kooringa,
 Amos Bottom. JACKSON, Betsy (//-//) Accused of theft aboard the ship. SHETLEY/SHELLY, Ann (//-//) Accused of theft aboard the ship.",https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1850,,10.0
Douglas,1850,21.0,125.0,,,London,Port Adelaide,,,,,"The ""death ship"" Adelaide Obs newspaper 19.01.1850 page 3.
""The Douglas"" South Aus Register, 12.01.1850_page 2_""neglect by the surgeon"" The captain of the Douglas is a maudlin drunkard. The ship arrived with passengers suffering from cholera and typhus. 20 deaths during the voyage. ‘The death ship’ Observer 29/1/1850. The officers selected ‘fancy girls’ from the fair passengers. 40 original passengers continued to Melbourne 14/2/1850.",,16.8,104.0
Ashburton,1850,,112.0,,,Liverpool,Port Adelaide,,,,,,,,112.0
Sultana,1850,2.0,266.0,,,London_Plymouth,Port Adelaide,0.0,0.0,2.0,5.0,Death -  2 adulst _ages & causes of death unknown__,,0.7518796992481203,264.0
Richardson,1850,,14.0,,,Swansea,Port Adelaide,,,,,,,,14.0
Arabian,1850,2.0,103.0,,,Plymouth,Port Adelaide,,,,,,,1.9417475728155338,101.0
Royal Shepherdess,1850,,20.0,15.0,5.0,Glasgow,Port Adelaide,,,,,,,,20.0
Strathern,1850,1.0,155.0,,,London & Tor Bay,Port Adelaide,,,,,"The barque STRATHEDEN, Captain Turner, which arrived in these waters on Friday last, was, it seems, ""cursed with another ""type of the class"" known as medical drunkards, who seem to flock to these shores as if to a congenial clime. The individual who has earned for himself a niche in our editorial portrait gallery of mad doctors, flaring-up skippers and debauchee officers, rejoices in the name of Benyon, and appears to have distinguished himself by unusual depravity on ship-board.

The medical chest, with its phials and fittings, were it is true, at the service of the sick, but the unsteady hand and intoxicated brain of the wretched sot who should have administered the physic and medicaments, were unfit to compound the one, or apply the other; and had it not been for the fortunate presence of a passenger doctor, there is no knowing what fatal consequences might have resulted. Under the influence of some singular hallucination, Dr Benyon appears to have supposed that the medical comforts were put on board for his own use. At all events he prescribed them for himself and most scrupulously (or rather unscrupulously) followed the prescription.

For gross obscenity in the cabin whilst under the influence of strong drink, the unworthy doctor of the STRATHEDEN was banished from the cabin by the commander [captain] and he even so far forgot himself as to challenge the chief officer to a pugilistic encounter. But as these repeated instances of Dr Benyon's drunkenness, brawling and dissipation are duly recorded in the ship's log, and will probably become the subject of formal complaint by the captain, we shall not dwell further upon the circumstances, although so odious and so hazardous to the health and lives of nearly two hundred passengers.""",https://bound-for-south-australia.collections.slsa.sa.gov.au/1850Stratheden.htm     https://trove.nla.gov.au/newspaper/article/38448907,0.6451612903225806,154.0
Symmertry,1850,,17.0,,,Leith,Port Adelaide,,,,,,,,17.0
Salacia,1850,1.0,52.0,,,Liverpool,Port Adelaide,,,,,,,1.9230769230769231,51.0
Samuel Boddington,1850,,44.0,,,London_Plymouth,Port Adelaide,,,,,15 cabin passengers,,,44.0
Anna Maria,1850,,90.0,,,London,Port Adelaide,,,,,,,,90.0
Statesman,1850,,68.0,50.0,18.0,Plymouth,Port Adelaide,,,,,,,,68.0
Santipore,1850,,40.0,,,Gravesend & Plymouth,Port Adelaide,,,,,,,,40.0
Duke of Portland,1850,2.0,172.0,,,London & Isle of Wight,Port Adelaide,,,,,63 needlewomen in steerage - possibly went on to Melbourne. ,https://mail.theshipslist.com/ships/australia/dukeofportland1850.shtml,1.1627906976744187,170.0
Sea queen ,1850,1.0,214.0,,,Gravesend & Plymouth,Port Adelaide,,,,2.0,,"https://localwiki.org/adelaide-hills/Overseas_Arrivals_to_South_Australia_-_1850
https://www.archives.sa.gov.au/finding-information/discover-our-collection/migration-and-crew/passenger-lists-1845-1940/passenger-lists-search?queries_year_query=1850",0.46728971962616817,213.0
Stag,1850,8.0,195.0,,,London,Port Adelaide,2.0,4.0,2.0,3.0,"Death - 2 infants under 1 yr, 4  children  & 2 adults _ages & cause of deaths unknown__",,4.102564102564102,187.0
Sibella ,1850,,125.0,,,London_Plymouth,Port Adelaide,,,,,"COLEMAN, Captain Edward R - ‘The surgeon of the ship is said to have misconducted himself to such a degree as to force the captain to place him in irons and confine him to his cabin for the last month.’",,,125.0
Sir Edmund Head,1850,,,,,Liverpool,Port Adelaide,,,,,,,,
Amity Hall,1850,1.0,91.0,,,London_Plymouth,Port Adelaide,,,,,,,1.098901098901099,90.0
Stebonheath,1850,1.0,199.0,,,London_Plymouth,Port Adelaide,0.0,0.0,1.0,6.0,Death -  1 adult _age & cause of death unknown__,https://www.theshipslist.com/ships/australia/stebonheath1849.shtml,0.5025125628140703,198.0
Princess Helena,1850,,70.0,,,London_Plymouth,Port Adelaide,,,,,,,,70.0
Nestor,1850,,32.0,,,Glasgow,Port Adelaide,,,,,,,,32.0
Francis Ridley,1850,0.0,91.0,,,Plymouth,Port Adelaide,0.0,0.0,0.0,,NO Deaths,https://trove.nla.gov.au/newspaper/article/38438518,0.0,91.0
Albatross,1850,,92.0,,,Liverpool,Port Adelaide,,,,,,,,92.0
Thomas Fielden,1850,,28.0,24.0,4.0,Liverpool,Port Adelaide,,,,,,,,28.0
Tory ,1850,,70.0,60.0,10.0,London,Port Adelaide,,,,,"31 Females- needle women - ""femal emigration fund""",GRG 35/48/1 Official assisted passage passenger lists  STATE RECORDS,,70.0
Agincourt,1850,2.0,265.0,,,Gravesend & Plymouth,Port Adelaide,,,,5.0,,https://www.archives.sa.gov.au/finding-information/discover-our-collection/migration-and-crew/passenger-lists-1845-1940/passenger-lists-search?queries_year_query=1850,0.7547169811320755,263.0
Posthumous,1850,,65.0,,,London,Port Adelaide,,,,,,https://trove.nla.gov.au/newspaper/article/159532793?searchTerm=The%20posthumous,,65.0
Panama,1850,,48.0,,,London_Plymouth,Port Adelaide,,,,,,,,48.0
Pakenham,1850,,54.0,,,Liverpool,Port Adelaide,,,,,,,,54.0
Asndromache,1850,,87.0,,,London,Port Adelaide,,,,,,,,87.0
Delta,1850,,113.0,,,Plymouth,Port Adelaide,,,,,,,,113.0
Petrel,1851,,107.0,,,Liverpool,Port Adelaide,,,,,,,,107.0
Montgomery,1851,,14.0,,,Glasgow,Port Adelaide,,,,,,,,14.0
Sanmuel Boddington,1851,,91.0,,,London_Plymouth,Port Adelaide,,,,,,,,91.0
Woodstock,1851,,100.0,,,Liverpool,Port Adelaide,,,,,,,,100.0
Prince Regent,1851,1.0,242.0,,,London,Port Adelaide,,,,3.0,,,0.4132231404958678,241.0
Satellite,1851,,16.0,12.0,4.0,Liverpool,Port Adelaide,,,,,,,,16.0
Three Bells,1851,,62.0,,,Glasgow,Port Adelaide,,,,,,,,62.0
Osceola,1851,13.0,288.0,,,London_Plymouth,Port Adelaide,0.0,5.0,3.0,4.0,Death -  5  children  &32 adults _ages & cause of deaths unknown__,https://mail.theshipslist.com/ships/australia/osceola1851.shtml,4.513888888888888,275.0
Anglia,1851,,66.0,,,London_Plymouth,Port Adelaide,,,,,,,,66.0
Anna ,1851,,61.0,,,Liverpool,Port Adelaide,,,,,,,,61.0
Candahar,1851,,116.0,,,London_Plymouth,Port Adelaide,,,,,,,,116.0
Aztec,1851,,18.0,15.0,3.0,London,Port Adelaide,,,,,,,,18.0
Omega,1851,9.0,335.0,,,Plymouth,Port Adelaide,2.0,2.0,5.0,4.0," Death - 2 infants under 1 yr, 2  children  &5  adults _ages unknown__Deaths = fever.","1849-1865 deaths on board immigrant ships _State Records ""Deaths on board Immigrant Ships_1849-1865_as published in the South Australian Government Gazette on the 25th of January 1866",2.6865671641791042,326.0
Carleton,1851,1.0,40.0,,,Liverpool,Port Adelaide,,,,,,,2.5,39.0
Navarino,1851,2.0,220.0,,,Plymouth,Port Adelaide,1.0,0.0,1.0,0.0,"Death - 1 infant under 1 yr, & 1 adult _ages & cause of deaths unknown__",,0.9090909090909091,218.0
Sea Gull,1851,,10.0,4.0,6.0,Leith,Port Adelaide,,,,,,,,10.0
Blundell,1851,,322.0,,,London_Plymouth,Port Adelaide,,,,,"Emigrants from the Family Colonisation Loan Society. Poem written about the voyage published by George Dehane of King William St 
Observer 22/1/1927 p229a-",,,322.0
Maid of Auckland,1851,1.0,19.0,,,London,Port Adelaide,1.0,0.0,0.0,,"Death - 1 infant under 1 yr,  cause of death unknown__","https://bound-for-south-australia.collections.slsa.sa.gov.au/1+K525851Marion.htm
https://trove.nla.gov.au/newspaper/article/12929775",5.263157894736842,18.0
Wellington,1851,,75.0,,,London_Portsmouth,Port Adelaide,,,,,,,,75.0
Wanderer,1851,3.0,200.0,,,London_Plymouth,Port Adelaide,1.0,0.0,2.0,,"Death - 1 infants under 1 yr, & 2  adults _age & cause of deaths unknown__","1849-1865 deaths on board immigrant ships _State Records ""Deaths on board Immigrant Ships_1849-1865_as published in the South Australian Government Gazette on the 25th of January 1866",1.5,197.0
Lysander,1851,7.0,236.0,,,London,Port Adelaide,1.0,2.0,2.0,,"Death - 1 infant under 1 yr, 2  children  & 2 adults _ages & cause of deaths unknown__except CARR, John Surgeon-Superintendent (//-17/10/1851) Died at sea, of consumption. 
",,2.9661016949152543,229.0
Asia,1851,,130.0,,,Southampton,Port Adelaide,,,,,,,,130.0
Thetis,1851,0.0,230.0,,,Plymouth,Port Adelaide,0.0,0.0,0.0,5.0,No deaths,,0.0,230.0
Marion,1851,9.0,350.0,,,Liverpool _Plymouth,"Wrecked - Troubridge shoul
Gulf of st Vincent, SA.",2.0,3.0,3.0,9.0,"Death - 2 infants under 1 yr, 3  children  & 3 adults _ages & cause of deaths unknown__",,2.571428571428571,341.0
Victor,1851,,19.0,16.0,3.0,Scotland,Port Adelaide,,,,,,,,19.0
Tory ,1851,,78.0,,,London_Plymouth,Port Adelaide,,,,,,,,78.0
Sultana,1851,3.0,233.0,,,Plymouth,Port Adelaide,1.0,1.0,0.0,,"Death - 1 infants under 1 yr, & 1  child _age & cause of deaths unknown__",,1.2875536480686696,230.0
Ascendant,1851,12.0,275.0,,,London_Plymouth,Port Adelaide,3.0,4.0,4.0,4.0,"Death - 3 infants under 1 yr, 4  children  & 4 adults _ages & cause of deaths unknown__","1849-1865 deaths on board immigrant ships _State Records ""Deaths on board Immigrant Ships_1849-1865_as published in the South Australian Government Gazette on the 25th of January 1866",4.363636363636364,263.0
Prestonjee Bomanjee,1851,,138.0,,,London_Plymouth,Port Adelaide,,,,,,,,138.0
Releigh,1851,,28.0,,,Plymouth,Port Adelaide,,,,,,,,28.0
Lady MacNaghten,1851,,141.0,,,London_Plymouth,Port Adelaide,,,,,,,,141.0
Reliance,1851,19.0,314.0,,,Liverpool,Port Adelaide,0.0,9.0,10.0,5.0,Deaths = 9 children  under 5 yrs - 10 Adults  incl. 1 suicide. - ages unknown,"1849-1865 deaths on board immigrant ships _State Records ""Deaths on board Immigrant Ships_1849-1865_as published in the South Australian Government Gazette on the 25th of January 1866",6.050955414012739,295.0
Lady Flora,1851,,176.0,,,London,Port Adelaide,,,,,,,,176.0
Success,1851,,61.0,,,London_Plymouth,Port Adelaide,,,,,,,,61.0
King William,1851,,80.0,,,London_Plymouth,Port Adelaide,,,,,,,,80.0
Stuart Elphinstone,1851,,133.0,,,London_Plymouth,Port Adelaide,,,,,,,,133.0
Oregon,1851,6.0,365.0,,,Plymouth,Port Adelaide,3.0,3.0,1.0,,"Death - 3 infants under 1 yr, 3  children  & 1 adult _ages & cause of deaths unknown_Except  1 x mother & newborn ",,1.643835616438356,359.0
Constitution,1851,,65.0,,,Liverpool,Port Adelaide,,,,,,,,65.0
Catherine ,1851,5.0,228.0,,,Plymouth,Port Adelaide,2.0,1.0,2.0,5.0,"Death - 2 infants under 1 yr, 1  child  & 2 adults _ages & cause of deaths unknown__",,2.1929824561403506,223.0
Hibernia,1851,,102.0,,,Liverpool,Port Adelaide,,,,,,,,102.0
City of Manchester,1851,2.0,260.0,,,London_Plymouth,Port Adelaide,,,,3.0,,,0.7692307692307693,258.0
Caroline,1851,,64.0,,,Liverpool,Port Adelaide,,,,,,,,64.0
Harpley,1851,1.0,132.0,,,London_Plymouth,Port Adelaide,0.0,0.0,1.0,,"Death - 1 infans under 1 yr,  cause of deaths unknown__The passengers published a magazine (The Harpley Gazette) in Adelaide after they landed. ADAMS, John (//-24/12/1850) A man of unsound mind, working his passage out in the ship, jumped overboard, and drowned.",,0.7575757575757576,131.0
Hydaspes,1851,11.0,213.0,,,London_Plymouth,Port Adelaide,4.0,7.0,0.0,,"Death - 4 infants under 1 yr, 7  children  _ages & cause of deaths unknown__",,5.164319248826291,202.0
Duke of Wellington,1851,,105.0,,,London,Port Adelaide,,,,,,,,105.0
Condor,1851,2.0,93.0,,,Liverpool,Port Adelaide,,,,,,,2.1505376344086025,91.0
Grasmere,1852,,141.0,,,Liverpool,Port Adelaide,,,,,,https://adb.anu.edu.au/biography/gunson-john-michael-3679    - info re ship's surgeon  John Micael Gunson whio became a doctor in adelaide,,141.0
Standard,1852,8.0,287.0,,,London_Plymouth,Port Adelaide,3.0,4.0,1.0,,"Deaths=3 infants under 1 yr, 3  children under 4 yrs & 1 xchild age  8yrs.   & 1 adult _ages & cause of deaths unknown__",,2.7874564459930316,279.0
Medina,1852,13.0,410.0,,,London,Port Adelaide,2.0,11.0,0.0,,"Death - 2 infants under 1 yr, 11  children  under 4 yrs majority died from diarrhoea_","https://mail.theshipslist.com/ships/australia/china1852.shtml
https://www.archives.sa.gov.au/finding-information/discover-our-collection/migration-and-crew/passenger-lists-1845-1940/passenger-lists-search?queries_year_query=1852",3.1707317073170733,397.0
Adelaide ,1852,0.0,169.0,140.0,29.0,London & Plymouth,Port Adelaide,0.0,0.0,0.0,2.0,No deaths,,0.0,169.0
Sophia Moffat,1852,,21.0,,,London,Port Adelaide,,,,,,,,21.0
Bentinch/ Bentick,1852,,14.0,10.0,4.0,London,Port Adelaide,,,,,,,,14.0
Sibella,1852,3.0,257.0,,,Plymouth,Port Adelaide,0.0,3.0,0.0,,Death -  3  children  _ages & cause of deaths unknown__,,1.1673151750972763,254.0
Ulrica,1852,,65.0,,,Glasgow,Port Adelaide,,,,,,,,65.0
Marshall Bennett,1852,1.0,181.0,,,London/Plymouth,Port Adelaide,,,,,,,0.5524861878453038,180.0
Duke of Cornwall,1852,6.0,173.0,,,Plymouth,Port Adelaide,,,,,"MYHILL, Captain John Richardson - Court case re ship’s drinking water Observer 12/6/1852 p191 a.",,3.4682080924855487,167.0
Gloucester,1852,23.0,265.0,,,Plymouth,Port Adelaide,7.0,14.0,2.0,,"Death - 7 infants under 1 yr, 14  children  & 2 adults _ages & cause of deaths unknown__Deaths = 13 children under 2 years, 1 x 16 yrs (23 deaths = 14 measles, 3 scarlatina, 1 lung inflammation, 5 other causes Observer 14/8/1852 p264 a. 28/8/1852 p284b claims 265 passengers were aboard. 800 tons, new ship, original berths and cabins, 7’ height between deck Observer 25/9/1852 p312d.)","https://mail.theshipslist.com/ships/australia/gloucester1852.shtml
Observer 14/8/1852 p264 a. 28/8/1852 p284b",8.679245283018867,242.0
Steadfast,1852,10.0,253.0,,,London,Port Adelaide,3.0,5.0,2.0,10.0,"Death -3 infants under 1 yr, 5  children  under 6 yrs  & 2 adults _ages & cause of deaths unknown__","https://www.archives.sa.gov.au/finding-information/discover-our-collection/migration-and-crew/passenger-lists-1845-1940/passenger-lists-search?queries_year_query=1852
1849-1865 deaths on board immigrant ships _State Records ""Deaths on board Immigrant Ships_1849-1865_as published in the South Australian Government Gazette on the 25th of January 1866",3.9525691699604746,243.0
Marchioness of Douro,1852,,23.0,23.0,0.0,Leith,Port Adelaide,,,,,,,,23.0
Cleopatra,1852,,24.0,,,London,Port Adelaide,,,,,"The Cleopatra is the finest steam ship which has yet appeared in our waters, being of 1800 tons burthen and 350 HP. She is ship-rigged 
and draws only 12’ of water’ Observer 11/12/1852 p400e. Inquest for drownings Observer 18/12/1852 p406c.",,,24.0
Dreadnought,1852,,15.0,11.0,4.0,London_Plymouth,Port Adelaide,,,,,,,,15.0
Sultana,1852,4.0,240.0,,,Plymouth,Port Adelaide,4.0,0.0,0.0,,"Death - 4 infants under 1 yr,  cause of deaths unknown__",,1.6666666666666667,236.0
Chatham,1852,5.0,225.0,,,Deptford_Plymouth,Port Adelaide,,,,,,https://mail.theshipslist.com/ships/australia/chatham1852.shtml,2.2222222222222223,220.0
Amazon 20.02,1852,19.0,295.0,,,Plymouth,Port Adelaide,3.0,15.0,1.0,," Death - 3 infants under 1 yr, 15 children  & 1 adult _ages & cause of deaths unknown__Deaths= - Whooping Cough & Measles",https://mail.theshipslist.com/ships/australia/amazon1852.shtml,6.440677966101695,276.0
Surge,1852,7.0,70.0,,,London_Plymouth,Port Adelaide,1.0,6.0,0.0,,"Deaths= 1 infant under 1 yr, 6  children under 8 yrs_cause of deaths unknown__ ",,10.0,63.0
Sydney,1852,,190.0,,,Plymouth,Port Adelaide,,,,,,,,190.0
Hashemy,1852,,29.0,,,Plymouth,Port Adelaide,,,,,,,,29.0
Henry Tanner,1852,,21.0,,,,,,,,,,,,21.0
Albemarle,1852,,38.0,,,London,Port Adelaide,,,,,,,,38.0
Caucasian,1852,,237.0,,,Plymouth,Port Adelaide,,,,,,,,237.0
Colooney,1852,,97.0,,,Leith,Port Adelaide,,,,,,,,97.0
Anna,1852,,271.0,,,Liverpool,Port Adelaide,,,,,,,,271.0
Anglia,1852,6.0,244.0,,,Plymouth,Port Adelaide,1.0,3.0,2.0,,"Death - 1 infants under 1 yr, 3  children  & 2 adults _ages & cause of deaths unknown__",,2.459016393442623,238.0
Washington,1852,,87.0,,,Greenock,Stranded- Troubridge Shoul finally Port Adelaide,,,,,,,,87.0
